E_Q9BLI1	ensembl134518/low_complexity	TRASDJ PROTEIN (FRAGMENT).
BTSAT1	Satellite/Centromeric  
MLT1G3	LTR/MaLR incomplete 5' end
autorepeat_1830	ciona_repeat
autorepeat_1831	ciona_repeat
autorepeat_1832	ciona_repeat
autorepeat_1833	ciona_repeat
ATCOPIA21LTR	LTR/Copia 
autorepeat_1834	ciona_repeat
autorepeat_2490	ciona_repeat
autorepeat_1835	ciona_repeat
autorepeat_2491	ciona_repeat
autorepeat_1836	ciona_repeat
autorepeat_2492	ciona_repeat
autorepeat_1837	ciona_repeat
autorepeat_2493	ciona_repeat
autorepeat_1838	ciona_repeat
autorepeat_2494	ciona_repeat
E_Q94240	ensembl8796/low_complexity	HYPOTHETICAL 67.0 KDA PROTEIN.
autorepeat_1839	ciona_repeat
autorepeat_2495	ciona_repeat
autorepeat_2496	ciona_repeat
autorepeat_2497	ciona_repeat
autorepeat_2498	ciona_repeat
autorepeat_2499	ciona_repeat
E_Q9XUR0	ensembl20243/trans	T05F1.12 PROTEIN.
MLT1H1	LTR/MaLR
MLT1H2	LTR/MaLR  
HERVP71A_I	LTR/ERV1 LTR71
LTR11	LTR/ERV	supposedly HTLV related; 2 copies so far; young.. 
autorepeat_1840	ciona_repeat
autorepeat_1841	ciona_repeat
autorepeat_1842	ciona_repeat
autorepeat_1843	ciona_repeat
autorepeat_1844	ciona_repeat
autorepeat_1845	ciona_repeat
autorepeat_1846	ciona_repeat
autorepeat_1847	ciona_repeat
autorepeat_1848	ciona_repeat
ATGP2NLTR1	LTR/Gypsy
autorepeat_1849	ciona_repeat
RIRE8B_I	LTR/Rice gypsy
ATLANTYS1_LTR	LTR/Gypsy
L1PA12_5end	LINE/L1
(CAGTA)n	Simple_repeat
SSRS2	Satellite/Centromeric  
URR1	Other
autorepeat_1850	ciona_repeat
autorepeat_1851	ciona_repeat
autorepeat_1852	ciona_repeat
autorepeat_1853	ciona_repeat
autorepeat_1854	ciona_repeat
CASAT	Satellite/Carp (Carassius auratus)
autorepeat_1855	ciona_repeat
autorepeat_1856	ciona_repeat
autorepeat_1857	ciona_repeat
autorepeat_1858	ciona_repeat
autorepeat_1859	ciona_repeat
L1M4_5end	LINE/L1
MLT1J1	LTR/MaLR
MLT1J2	LTR/MaLR
AY1_DH	Unknown D.hydei y chromosome-specific ay1 repetitive sequence.
E_O15639	ensembl97986/trans	MULTIFUNCTIONAL PROTEIN (FRAGMENT).
autorepeat_1860	ciona_repeat
autorepeat_1861	ciona_repeat
autorepeat_1862	ciona_repeat
GSAT_MM	Satellite
autorepeat_1863	ciona_repeat
autorepeat_1864	ciona_repeat
autorepeat_1865	ciona_repeat
autorepeat_1866	ciona_repeat
HATN10_DR	DNA
autorepeat_1867	ciona_repeat
autorepeat_1868	ciona_repeat
autorepeat_1869	ciona_repeat
SHOOTER_ZM	DNA/En-Spm
CATCH3I_DR	LTR
gi|600841|gb|U11655.1|AGU11655	DNA
autorepeat_1870	ciona_repeat
autorepeat_1871	ciona_repeat
autorepeat_1872	ciona_repeat
autorepeat_1873	ciona_repeat
autorepeat_1874	ciona_repeat
autorepeat_1875	ciona_repeat
autorepeat_1876	ciona_repeat
autorepeat_1877	ciona_repeat
autorepeat_1878	ciona_repeat
autorepeat_1879	ciona_repeat
112403	DNA
E_Q963V7	ensembl3274/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
E_Q9AVN2	ensembl8247/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
(CAGGG)n	Simple_repeat
ATCOPIA74LTR	LTR/Copia
autorepeat_1880	ciona_repeat
autorepeat_1881	ciona_repeat
autorepeat_1882	ciona_repeat
autorepeat_1883	ciona_repeat
autorepeat_1884	ciona_repeat
autorepeat_1885	ciona_repeat
autorepeat_1886	ciona_repeat
RLTR2_MM	LTR/ERV
autorepeat_1887	ciona_repeat
autorepeat_1888	ciona_repeat
autorepeat_1889	ciona_repeat
INVADER2	DNA
166021	DNA
INVADER3	DNA
INVADER4	DNA
INVADER5	DNA
Arthur1	DNA/Tip100  26% kimura subst
E_Q18309	ensembl9734/trans	C29F5.6 PROTEIN.
TC2_FR1	DNA/TC2  3.5% Kimura Closest similarity to HsTC2. TA duplication.
TC2_FR2	DNA/TC2  closest similarity to TC2_FR1; very young,  ave 4.5 % kimura, while having lots of CGs.
TC2_FR4	DNA/TC2 similar at DNA level to TC2_FR2; 3.5% div, TA duplication; ORF (222-1058) incomplete, still miss a bit.
TC2_FR5	DNA/TC2  
TC2_FR6	DNA/TC2 2.2% subst level. Partly non-consensus: only 3 copies not the TC2_FR6a internal deletion product
autorepeat_1890	ciona_repeat
autorepeat_1891	ciona_repeat
B2L_S	SINE/B4  B2-like retroposon from Sciurognathi
autorepeat_1892	ciona_repeat
autorepeat_1893	ciona_repeat
CERP1	Unknown
autorepeat_1894	ciona_repeat
CERP2	DNA?
autorepeat_1895	ciona_repeat
E_P91908	ensembl12620/low_complexity	M04C7.2 PROTEIN.
CERP3	Unknown
autorepeat_1896	ciona_repeat
Maui	LINE/L2 I made this into a consensus sequence; most significantly added a 242 bp fragment of the 3' UTR (pos 4351-4592) 
CERP4	DNA
autorepeat_1897	ciona_repeat
autorepeat_1898	ciona_repeat
autorepeat_1899	ciona_repeat
RSINE1	SINE/B4 (B5)
RNRAL	LTR/Retroviral
gi|18087061|gb|AF387852.1|AF387852	DNA
RMER17A2	LTR/ERVK  8-9% div
RIRE3_LTR	LTR/Rice
Asn.GTT	tRNA 
B1_MM	SINE/Alu
MER52-int	LTR/ERV1
L1M2a_5end	LINE/L1
autorepeat_7000	ciona_repeat
autorepeat_7001	ciona_repeat
autorepeat_7002	ciona_repeat
MER2	DNA/MER2_type   15-16% div
autorepeat_7003	ciona_repeat
MER3	DNA/MER1_type  16% div
MER110-int	LTR/ERV1
autorepeat_7004	ciona_repeat
autorepeat_7005	ciona_repeat
(TACG)n	Simple_repeat
autorepeat_7006	ciona_repeat
MER6	DNA/MER2_type  
autorepeat_7007	ciona_repeat
E_Q9NBI4	ensembl9023/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_7008	ciona_repeat
ATCOPIA82_I	LTR/Copia
MER8	DNA/MER2_type   12% (21% with CGs)
autorepeat_7009	ciona_repeat
MER9	LTR/ERVK 9-10% div
ROXELEMENT	DNA
RIRE1_OS_LTR	LTR/Copia
MTE2	LTR/MaLR
MTE3	LTR/MaLR
(CACGA)n	Simple_repeat
E_Q95SX7	ensembl12250/low_complexity	LD46618P.
autorepeat_7010	ciona_repeat
STONOR_ZM_LTR	LTR/Copia
autorepeat_7011	ciona_repeat
autorepeat_7012	ciona_repeat
autorepeat_7013	ciona_repeat
HARBINGERN7_DR	DNA
autorepeat_7014	ciona_repeat
autorepeat_7015	ciona_repeat
autorepeat_7016	ciona_repeat
autorepeat_7017	ciona_repeat
E_O01419	ensembl12282/low_complexity	POL PROTEIN.
autorepeat_7018	ciona_repeat
autorepeat_7019	ciona_repeat
67872..78296	DNA
Pigibakku	DNA/PiggyBac  incomplete; only three copies; not a consensus; strong similarity to PiggyBac (IFP2)
drr500	Waterman
drr501	Waterman
drr502	Waterman
MDM2_OS	DNA/MuDR
drr503	Waterman
Chaplin8	DNA/MER1 product of ORF 932-2767 is > 60% similar to Charlie8 transposase over full-length; 5.5% subst level.
drr504	Waterman
drr505	Waterman
drr506	Waterman
tRNA-SeC(e)-TGA	tRNA
drr507	Waterman
drr508	Waterman
drr509	Waterman
autorepeat_7020	ciona_repeat
autorepeat_7021	ciona_repeat
autorepeat_7022	ciona_repeat
autorepeat_7023	ciona_repeat
autorepeat_7024	ciona_repeat
autorepeat_7025	ciona_repeat
autorepeat_7026	ciona_repeat
autorepeat_7027	ciona_repeat
autorepeat_7028	ciona_repeat
autorepeat_7029	ciona_repeat
LTR52-int	LTR/ERVL
drr510	Waterman
LTRJI1_OS	LTR
drr511	Waterman
drr512	Waterman
drr513	Waterman
drr514	Waterman
drr515	Waterman
drr516	Waterman
drr517	Waterman
drr518	Waterman
drr519	Waterman
autorepeat_7030	ciona_repeat
autorepeat_7031	ciona_repeat
autorepeat_7032	ciona_repeat
autorepeat_7033	ciona_repeat
autorepeat_7034	ciona_repeat
autorepeat_7035	ciona_repeat
autorepeat_7036	ciona_repeat
autorepeat_7037	ciona_repeat
autorepeat_7038	ciona_repeat
autorepeat_7039	ciona_repeat
55955	DNA
GYPSY2	DNA
GYPSY3	DNA
GYPSY4	DNA
GYPSY5	DNA
GYPSY6	DNA
drr520	Waterman
drr521	Waterman
drr522	Waterman
LMER1	Other/rabbit  
drr523	Waterman
drr524	Waterman
drr525	Waterman
ATGP9LTR	LTR/Gypsy
(CTTAT)n	Simple_repeat
drr526	Waterman
drr527	Waterman
drr528	Waterman
drr529	Waterman
autorepeat_7040	ciona_repeat
autorepeat_7041	ciona_repeat
autorepeat_7042	ciona_repeat
autorepeat_7043	ciona_repeat
autorepeat_7044	ciona_repeat
autorepeat_7045	ciona_repeat
DNA9TA1_DR	DNA
autorepeat_7046	ciona_repeat
autorepeat_7047	ciona_repeat
autorepeat_7048	ciona_repeat
autorepeat_7049	ciona_repeat
HELITRON2_OS	DNA/Helitron
(CAGAA)n	Simple_repeat
drr530	Waterman
drr531	Waterman
drr532	Waterman
drr533	Waterman
drr534	Waterman
drr535	Waterman
drr536	Waterman
a_repeat	ciona_repeat
drr537	Waterman
drr538	Waterman
gi|3095155|gb|AF054231.1|AF054231	DNA
drr539	Waterman
XLGST1	Unknown
autorepeat_7050	ciona_repeat
XLGST2	Unknown
autorepeat_7051	ciona_repeat
XLGST3	Unknown
autorepeat_7052	ciona_repeat
autorepeat_7053	ciona_repeat
autorepeat_7054	ciona_repeat
E_Q963T5	ensembl26545/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_7055	ciona_repeat
autorepeat_7056	ciona_repeat
ROO_LTR	LTR/PAO
autorepeat_7057	ciona_repeat
autorepeat_7058	ciona_repeat
autorepeat_7059	ciona_repeat
Oamar1	DNA/Mariner  
drr540	Waterman
drr541	Waterman
drr542	Waterman
drr543	Waterman
tRNA-Leu-TTA	tRNA
drr544	Waterman
drr545	Waterman
autorepeat_6400	ciona_repeat
drr546	Waterman
autorepeat_6401	ciona_repeat
drr547	Waterman
autorepeat_6402	ciona_repeat
drr548	Waterman
gi|159618|gb|M93691.1|MSQRT2RET	DNA
DMALU1	DNA
autorepeat_6403	ciona_repeat
drr549	Waterman
autorepeat_6404	ciona_repeat
autorepeat_7060	ciona_repeat
tRNA-Leu-TTG	tRNA
autorepeat_6405	ciona_repeat
autorepeat_7061	ciona_repeat
autorepeat_6406	ciona_repeat
autorepeat_7062	ciona_repeat
autorepeat_6407	ciona_repeat
autorepeat_7063	ciona_repeat
autorepeat_6408	ciona_repeat
autorepeat_7064	ciona_repeat
ATCOPIA76_I	LTR/Copia
autorepeat_6409	ciona_repeat
autorepeat_7065	ciona_repeat
autorepeat_7066	ciona_repeat
autorepeat_7067	ciona_repeat
autorepeat_7068	ciona_repeat
autorepeat_7069	ciona_repeat
E_O18575	ensembl13663/trans	MARINER TRANSPOSASE (FRAGMENT).
ATCOPIA59LTR	LTR/Copia
drr550	Waterman
drr551	Waterman
drr552	Waterman
drr553	Waterman
drr554	Waterman
drr555	Waterman
(CAAGT)n	Simple_repeat
autorepeat_6410	ciona_repeat
drr556	Waterman
autorepeat_6411	ciona_repeat
drr557	Waterman
autorepeat_6412	ciona_repeat
drr558	Waterman
autorepeat_6413	ciona_repeat
drr559	Waterman
autorepeat_6414	ciona_repeat
autorepeat_7070	ciona_repeat
autorepeat_6415	ciona_repeat
autorepeat_7071	ciona_repeat
autorepeat_6416	ciona_repeat
autorepeat_7072	ciona_repeat
autorepeat_6417	ciona_repeat
autorepeat_7073	ciona_repeat
autorepeat_6418	ciona_repeat
autorepeat_7074	ciona_repeat
autorepeat_6419	ciona_repeat
autorepeat_7075	ciona_repeat
GRANDE1_ZD	LTR/Zea  Z.diploperennis DNA for Grande1-4 retrotransposon.
autorepeat_7076	ciona_repeat
autorepeat_7077	ciona_repeat
autorepeat_7078	ciona_repeat
autorepeat_7079	ciona_repeat
ATGP10_I	LTR/Gypsy
drr560	Waterman
drr561	Waterman
drr562	Waterman
drr563	Waterman
drr564	Waterman
drr565	Waterman
autorepeat_6420	ciona_repeat
drr566	Waterman
autorepeat_6421	ciona_repeat
drr567	Waterman
E_Q9AVN4	ensembl8248/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_6422	ciona_repeat
drr568	Waterman
autorepeat_6423	ciona_repeat
drr569	Waterman
L1M4c_5end	LINE/L1   (L1P2_5+L1M7_5)
gi|6671107:227-441,	DNA
autorepeat_6424	ciona_repeat
autorepeat_7080	ciona_repeat
autorepeat_6425	ciona_repeat
autorepeat_7081	ciona_repeat
autorepeat_6426	ciona_repeat
autorepeat_7082	ciona_repeat
autorepeat_6427	ciona_repeat
autorepeat_7083	ciona_repeat
autorepeat_6428	ciona_repeat
autorepeat_7084	ciona_repeat
autorepeat_6429	ciona_repeat
autorepeat_7085	ciona_repeat
autorepeat_7086	ciona_repeat
autorepeat_7087	ciona_repeat
KIDDOB_OS	DNA
autorepeat_7088	ciona_repeat
ACCORD_LTR	LTR/Gypsy
autorepeat_7089	ciona_repeat
FLAM_A	SINE/Alu  
FLAM_C	SINE/Alu
CIRCE	LINE/Composite
drr570	Waterman
drr571	Waterman
drr572	Waterman
drr573	Waterman
PBANG1,	DNA
DM14G722	DNA
drr574	Waterman
drr575	Waterman
autorepeat_6430	ciona_repeat
drr576	Waterman
autorepeat_6431	ciona_repeat
drr577	Waterman
autorepeat_6432	ciona_repeat
drr578	Waterman
autorepeat_6433	ciona_repeat
drr579	Waterman
autorepeat_6434	ciona_repeat
autorepeat_7090	ciona_repeat
autorepeat_6435	ciona_repeat
autorepeat_7091	ciona_repeat
autorepeat_6436	ciona_repeat
autorepeat_7092	ciona_repeat
autorepeat_6437	ciona_repeat
autorepeat_7093	ciona_repeat
autorepeat_6438	ciona_repeat
autorepeat_7094	ciona_repeat
autorepeat_6439	ciona_repeat
autorepeat_7095	ciona_repeat
autorepeat_7096	ciona_repeat
autorepeat_7097	ciona_repeat
autorepeat_7098	ciona_repeat
autorepeat_7099	ciona_repeat
B2_Mm1	SINE/B2
(CAGC)n	Simple_repeat
B2_Mm2	SINE/B2
drr580	Waterman
drr581	Waterman
Cheshire	DNA/MER1_type  22% div
drr582	Waterman
DM14G731	DNA
drr583	Waterman
drr584	Waterman
drr585	Waterman
autorepeat_6440	ciona_repeat
drr586	Waterman
autorepeat_6441	ciona_repeat
drr587	Waterman
autorepeat_3100	ciona_repeat
autorepeat_6442	ciona_repeat
drr588	Waterman
autorepeat_3101	ciona_repeat
autorepeat_6443	ciona_repeat
drr589	Waterman
autorepeat_3102	ciona_repeat
autorepeat_6444	ciona_repeat
autorepeat_6445	ciona_repeat
ATCOPIA93LTR	LTR/Copia
autorepeat_3103	ciona_repeat
autorepeat_6446	ciona_repeat
autorepeat_3104	ciona_repeat
autorepeat_6447	ciona_repeat
autorepeat_3105	ciona_repeat
autorepeat_6448	ciona_repeat
autorepeat_3106	ciona_repeat
autorepeat_6449	ciona_repeat
autorepeat_3107	ciona_repeat
autorepeat_3108	ciona_repeat
gi|6671105:31-146,	DNA
autorepeat_3109	ciona_repeat
HATN5A_DR	DNA
drr590	Waterman
drr591	Waterman
ATCOPIA9LTR	LTR/Copia 
drr592	Waterman
drr593	Waterman
ATTIR16T3A	DNA
drr594	Waterman
drr595	Waterman
autorepeat_6450	ciona_repeat
drr596	Waterman
autorepeat_6451	ciona_repeat
drr597	Waterman
BRIDGE1_FR	LINE/Pufferfish  
autorepeat_3110	ciona_repeat
autorepeat_6452	ciona_repeat
drr598	Waterman
autorepeat_3111	ciona_repeat
autorepeat_6453	ciona_repeat
drr599	Waterman
autorepeat_6454	ciona_repeat
autorepeat_3112	ciona_repeat
autorepeat_6455	ciona_repeat
autorepeat_3113	ciona_repeat
autorepeat_6456	ciona_repeat
autorepeat_3114	ciona_repeat
autorepeat_6457	ciona_repeat
autorepeat_3115	ciona_repeat
autorepeat_6458	ciona_repeat
autorepeat_3116	ciona_repeat
autorepeat_6459	ciona_repeat
autorepeat_3117	ciona_repeat
autorepeat_3118	ciona_repeat
autorepeat_3119	ciona_repeat
FRAM	SINE/Alu
gi|1381115|gb|L78801.1|MSQTNCDSA	DNA
Trillian_a	DNA/AcHobo  12jul2001
autorepeat_5800	ciona_repeat
HSREP522	Satellite/telomeric
autorepeat_5801	ciona_repeat
gi|5804795|emb|AJ006551.1|AGA6551	DNA
autorepeat_5802	ciona_repeat
autorepeat_5803	ciona_repeat
autorepeat_5804	ciona_repeat
autorepeat_6460	ciona_repeat
57185..183094	DNA
autorepeat_5805	ciona_repeat
autorepeat_6461	ciona_repeat
autorepeat_3120	ciona_repeat
autorepeat_5806	ciona_repeat
autorepeat_6462	ciona_repeat
autorepeat_5807	ciona_repeat
autorepeat_6463	ciona_repeat
autorepeat_3121	ciona_repeat
autorepeat_5808	ciona_repeat
autorepeat_6464	ciona_repeat
autorepeat_3122	ciona_repeat
autorepeat_5809	ciona_repeat
autorepeat_6465	ciona_repeat
HE1_DR1	SINE
autorepeat_3123	ciona_repeat
autorepeat_6466	ciona_repeat
autorepeat_3124	ciona_repeat
autorepeat_6467	ciona_repeat
ETnERV2	LTR/ERVK  (RLTR13 LTRs)
autorepeat_3125	ciona_repeat
autorepeat_6468	ciona_repeat
ETnERV3	LTR/ERVK  (RLTR13Ba LTRs)
autorepeat_3126	ciona_repeat
autorepeat_6469	ciona_repeat
autorepeat_3127	ciona_repeat
E_Q9U5P0	ensembl3536/trans	POLYMERASE POLYPROTEIN (FRAGMENT).
autorepeat_3128	ciona_repeat
GYPSY5_LTR	LTR/Gypsy
autorepeat_3129	ciona_repeat
autorepeat_5810	ciona_repeat
autorepeat_5811	ciona_repeat
autorepeat_5812	ciona_repeat
autorepeat_5813	ciona_repeat
autorepeat_5814	ciona_repeat
autorepeat_6470	ciona_repeat
autorepeat_5815	ciona_repeat
autorepeat_6471	ciona_repeat
autorepeat_5816	ciona_repeat
autorepeat_6472	ciona_repeat
autorepeat_3130	ciona_repeat
autorepeat_5817	ciona_repeat
autorepeat_6473	ciona_repeat
MER110A	LTR/ERV1
autorepeat_3131	ciona_repeat
autorepeat_5818	ciona_repeat
autorepeat_6474	ciona_repeat
PALTA5_CE	DNA/Tc1
autorepeat_3132	ciona_repeat
autorepeat_5819	ciona_repeat
autorepeat_6475	ciona_repeat
autorepeat_3133	ciona_repeat
autorepeat_6476	ciona_repeat
His.GTG	tRNA 
autorepeat_3134	ciona_repeat
autorepeat_6477	ciona_repeat
autorepeat_3135	ciona_repeat
autorepeat_6478	ciona_repeat
autorepeat_3136	ciona_repeat
autorepeat_6479	ciona_repeat
autorepeat_3137	ciona_repeat
autorepeat_3138	ciona_repeat
autorepeat_3139	ciona_repeat
86243..68671	DNA
DMPORTO1	DNA
E_O76193	ensembl28019/low_complexity	REVERSE TRANSCRIPTASE (FRAGMENT).
PIF12_ZM	DNA/IS5 (Harbinger/PIF)
autorepeat_5820	ciona_repeat
autorepeat_5821	ciona_repeat
autorepeat_5822	ciona_repeat
Ile.GAT	tRNA 
autorepeat_5823	ciona_repeat
autorepeat_5824	ciona_repeat
autorepeat_6480	ciona_repeat
CR1POL	LINE/Chicken  
autorepeat_5825	ciona_repeat
autorepeat_6481	ciona_repeat
autorepeat_5826	ciona_repeat
autorepeat_6482	ciona_repeat
autorepeat_3140	ciona_repeat
autorepeat_5827	ciona_repeat
autorepeat_6483	ciona_repeat
DNA14-5-1_DR	DNA
autorepeat_3141	ciona_repeat
autorepeat_5828	ciona_repeat
autorepeat_6484	ciona_repeat
autorepeat_3142	ciona_repeat
autorepeat_5829	ciona_repeat
autorepeat_6485	ciona_repeat
autorepeat_3143	ciona_repeat
autorepeat_6486	ciona_repeat
autorepeat_3144	ciona_repeat
autorepeat_6487	ciona_repeat
autorepeat_3145	ciona_repeat
autorepeat_6488	ciona_repeat
autorepeat_3146	ciona_repeat
autorepeat_6489	ciona_repeat
autorepeat_3147	ciona_repeat
autorepeat_3148	ciona_repeat
Hu-U36a	snoRNA Human U36a gmeth c/d snoRNA intron 5 rpL7a gi|3392914:137-208,
autorepeat_3149	ciona_repeat
Hu-U36b	snoRNA Human U36b gmeth c/d snoRNA intron 4 rpL7a gi|3392913:42-112,
Hu-U36c	snoRNA Human U36c gmeth c/d snoRNA intron 6 rpL7a gi|3392915:119-186,
ATCOPIA10_I	LTR/Copia
E_Q9KPI3	ensembl7531/trans	RNA-DIRECTED DNA POLYMERASE.
Val.AAC	tRNA 
autorepeat_5830	ciona_repeat
autorepeat_5831	ciona_repeat
autorepeat_5832	ciona_repeat
autorepeat_5833	ciona_repeat
ATCOPIA25LTR	LTR/Copia
autorepeat_5834	ciona_repeat
autorepeat_6490	ciona_repeat
Contig400	WI_ciona_repeat
autorepeat_5835	ciona_repeat
autorepeat_6491	ciona_repeat
Contig401	WI_ciona_repeat
autorepeat_5836	ciona_repeat
autorepeat_6492	ciona_repeat
Contig402	WI_ciona_repeat
autorepeat_3150	ciona_repeat
autorepeat_5837	ciona_repeat
autorepeat_6493	ciona_repeat
Contig403	WI_ciona_repeat
autorepeat_3151	ciona_repeat
autorepeat_5838	ciona_repeat
autorepeat_6494	ciona_repeat
Contig404	WI_ciona_repeat
autorepeat_3152	ciona_repeat
autorepeat_5839	ciona_repeat
autorepeat_6495	ciona_repeat
Contig405	WI_ciona_repeat
autorepeat_3153	ciona_repeat
autorepeat_6496	ciona_repeat
Contig406	WI_ciona_repeat
autorepeat_3154	ciona_repeat
autorepeat_6497	ciona_repeat
Contig407	WI_ciona_repeat
autorepeat_3155	ciona_repeat
autorepeat_6498	ciona_repeat
autorepeat_3156	ciona_repeat
autorepeat_6499	ciona_repeat
Contig408	WI_ciona_repeat
autorepeat_3157	ciona_repeat
Contig409	WI_ciona_repeat
autorepeat_3158	ciona_repeat
autorepeat_3159	ciona_repeat
E_Q27281	ensembl6264/trans	TC1-LIKE TRANSPOSASE.
HAT4_CE	DNA/HAT
(TAAAA)n	Simple_repeat
autorepeat_5840	ciona_repeat
autorepeat_5841	ciona_repeat
autorepeat_5842	ciona_repeat
Dong2_FR	LINE/Dong-R4  20% divergence Perhaps intermediates with this one and Dong_FR abound, but can't see too many. Probably mixture of subs; misses much of 5' end
autorepeat_2500	ciona_repeat
autorepeat_5843	ciona_repeat
autorepeat_2501	ciona_repeat
autorepeat_5844	ciona_repeat
Contig410	WI_ciona_repeat
autorepeat_2502	ciona_repeat
autorepeat_5845	ciona_repeat
Contig411	WI_ciona_repeat
autorepeat_2503	ciona_repeat
autorepeat_5846	ciona_repeat
Contig412	WI_ciona_repeat
autorepeat_2504	ciona_repeat
autorepeat_3160	ciona_repeat
autorepeat_5847	ciona_repeat
Contig413	WI_ciona_repeat
autorepeat_2505	ciona_repeat
autorepeat_3161	ciona_repeat
autorepeat_5848	ciona_repeat
Contig414	WI_ciona_repeat
autorepeat_2506	ciona_repeat
autorepeat_3162	ciona_repeat
autorepeat_5849	ciona_repeat
Contig415	WI_ciona_repeat
autorepeat_2507	ciona_repeat
autorepeat_3163	ciona_repeat
ATCOPIA37_I	LTR/Copia
Contig416	WI_ciona_repeat
autorepeat_2508	ciona_repeat
autorepeat_3164	ciona_repeat
autorepeat_2509	ciona_repeat
autorepeat_3165	ciona_repeat
Contig417	WI_ciona_repeat
autorepeat_3166	ciona_repeat
Contig418	WI_ciona_repeat
autorepeat_3167	ciona_repeat
Contig419	WI_ciona_repeat
autorepeat_3168	ciona_repeat
Hu-U38a	snoRNA Human U38a gmeth c/d snoRNA intron intron 4 ribosomal protein S8 gi|1770734|emb|X97582.1|HSU38ASNR
autorepeat_3169	ciona_repeat
Hu-U38b	snoRNA Human U38b gmeth c/d snoRNA intron intron 5 ribosomal protein S8 gi|1770735|emb|X97583.1|HSU38BSNR
NAREP1	DNA
MER30B	DNA/MER1_type  11% div  (reversed March 2002)
L1PA15-16_5end	LINE/L1
autorepeat_5850	ciona_repeat
autorepeat_5851	ciona_repeat
autorepeat_5852	ciona_repeat
autorepeat_2510	ciona_repeat
autorepeat_5853	ciona_repeat
autorepeat_2511	ciona_repeat
autorepeat_5854	ciona_repeat
Contig420	WI_ciona_repeat
autorepeat_2512	ciona_repeat
autorepeat_5855	ciona_repeat
Contig421	WI_ciona_repeat
autorepeat_2513	ciona_repeat
autorepeat_5856	ciona_repeat
Contig422	WI_ciona_repeat
autorepeat_2514	ciona_repeat
autorepeat_3170	ciona_repeat
autorepeat_5857	ciona_repeat
Contig423	WI_ciona_repeat
autorepeat_2515	ciona_repeat
autorepeat_3171	ciona_repeat
autorepeat_5858	ciona_repeat
Contig424	WI_ciona_repeat
autorepeat_2516	ciona_repeat
autorepeat_3172	ciona_repeat
autorepeat_5859	ciona_repeat
E_Q04514	ensembl15342/low_complexity	TRANSPOSASE MARINER.
Contig425	WI_ciona_repeat
autorepeat_2517	ciona_repeat
autorepeat_3173	ciona_repeat
ATHILA4A_LTR	LTR/Gypsy
autorepeat_2518	ciona_repeat
autorepeat_3174	ciona_repeat
Contig426	WI_ciona_repeat
autorepeat_2519	ciona_repeat
autorepeat_3175	ciona_repeat
B2_Felidae	SINE/B2 13% div
Contig427	WI_ciona_repeat
autorepeat_3176	ciona_repeat
Contig428	WI_ciona_repeat
autorepeat_3177	ciona_repeat
Contig429	WI_ciona_repeat
autorepeat_3178	ciona_repeat
autorepeat_3179	ciona_repeat
MER4B-int	LTR/ERV1 mer4 group
HERV15	LTR/ERV1   LTR15 5%
67747	DNA
HERV16	LTR/ERVL  LTR16 >20% div
MER31A	LTR/ERV1 mer4 group   22% div
HERV17	LTR/ERV1  LTR17 < 6% div (HERV-W)
MER31B	LTR/ERV1 mer4 group   18% div
RIRE3_OS_I	LTR/Gypsy
autorepeat_5860	ciona_repeat
autorepeat_5861	ciona_repeat
autorepeat_5862	ciona_repeat
autorepeat_2520	ciona_repeat
autorepeat_5863	ciona_repeat
autorepeat_2521	ciona_repeat
autorepeat_5864	ciona_repeat
Contig430	WI_ciona_repeat
autorepeat_2522	ciona_repeat
autorepeat_5865	ciona_repeat
Contig431	WI_ciona_repeat
autorepeat_2523	ciona_repeat
autorepeat_5866	ciona_repeat
HATN14_DR	DNA
TOL2_OL	DNA/Medaka (Oryzias latipes)
Contig432	WI_ciona_repeat
autorepeat_2524	ciona_repeat
autorepeat_3180	ciona_repeat
autorepeat_5867	ciona_repeat
Contig433	WI_ciona_repeat
autorepeat_2525	ciona_repeat
autorepeat_3181	ciona_repeat
autorepeat_5868	ciona_repeat
Contig434	WI_ciona_repeat
autorepeat_2526	ciona_repeat
autorepeat_3182	ciona_repeat
autorepeat_5869	ciona_repeat
autorepeat_2527	ciona_repeat
autorepeat_3183	ciona_repeat
Contig435	WI_ciona_repeat
autorepeat_2528	ciona_repeat
autorepeat_3184	ciona_repeat
Contig436	WI_ciona_repeat
autorepeat_2529	ciona_repeat
autorepeat_3185	ciona_repeat
Contig437	WI_ciona_repeat
autorepeat_3186	ciona_repeat
DMIFACA	DNA
Contig438	WI_ciona_repeat
autorepeat_3187	ciona_repeat
Contig439	WI_ciona_repeat
autorepeat_3188	ciona_repeat
autorepeat_3189	ciona_repeat
MLT2A1	LTR/ERVL  8% div
Ricksha	DNA  19%
MLT2A2	LTR/ERVL  10% div
ALUII_DM	Unknown D.melanogaster Alu II repetitive sequence.
HERV23	LTR/MER4-group  
autorepeat_5870	ciona_repeat
autorepeat_5871	ciona_repeat
autorepeat_5872	ciona_repeat
RIRE7_I	LTR/Rice
